"id","firstname","lastname","candidate_name","social_security_number","faculty_id","address","postal_information","email","electoral_alliance_id","candidate_number","notes","numbering_order","created_at","updated_at","cancelled","marked_invalid","phone_number"
642,"Noora Anniina","Tanskanen","Tanskanen, Noora","230964-058F",7,"Testiosoite 642","10641 Helsinki","etunimi.sukunimi.641@example.com",17,643,,7864300,"2018-11-02 11:41:57.908146","2018-11-02 11:41:57.908146",FALSE,FALSE,
679,"Tiina Anni Emilia","Liiri","Liiri, Tiina","100755-0596",5,"Testiosoite 679","10678 Helsinki","etunimi.sukunimi.678@example.com",17,680,,8388605,"2018-11-02 11:41:58.334141","2018-11-02 11:41:58.334141",FALSE,FALSE,
652,"Jussi Petteri","Rainamaa","Rainamaa, Jussi","141063-016V",7,"Testiosoite 652","10651 Helsinki","etunimi.sukunimi.651@example.com",17,653,,8388076,"2018-11-02 11:41:58.02238","2018-11-02 11:41:58.02238",FALSE,FALSE,
649,"Essi Ida Anniina","Kiiski","Kiiski, Essi","160367-028X",5,"Testiosoite 649","10648 Helsinki","etunimi.sukunimi.648@example.com",17,650,,8384492,"2018-11-02 11:41:57.991083","2018-11-02 11:41:57.991083",FALSE,FALSE,
667,"Jenna Suvi Elina","Suonio","Suonio, Jenna","020457-044M",6,"Testiosoite 667","10666 Helsinki","etunimi.sukunimi.666@example.com",17,668,,8388593,"2018-11-02 11:41:58.185984","2018-11-02 11:41:58.185984",FALSE,FALSE,
676,"Olli-Pekka","Tikkanen","Tikkanen, Olli-Pekka","240670-0566",10,"Testiosoite 676","10675 Helsinki","etunimi.sukunimi.675@example.com",17,677,,8388602,"2018-11-02 11:41:58.294761","2018-11-02 11:41:58.294761",FALSE,FALSE,
681,"Vuokko Johanna","Ranki","Ranki, Vuokko","110270-0778",4,"Testiosoite 681","10680 Helsinki","etunimi.sukunimi.680@example.com",17,682,,8388607,"2018-11-02 11:41:58.359318","2018-11-02 11:41:58.359318",FALSE,FALSE,
705,"Laura Elisabeth","Isoniemi","Isoniemi, Laura","140163-077K",1,"Testiosoite 705","10704 Helsinki","etunimi.sukunimi.704@example.com",15,706,,8388574,"2018-11-02 11:41:58.602982","2018-11-02 11:41:58.602982",FALSE,FALSE,
730,"Sampo Jaakko Kalevi","Sjöblom","Sjöblom, Sampo","200653-009P",2,"Testiosoite 730","10729 Helsinki","etunimi.sukunimi.729@example.com",15,731,,8388599,"2018-11-02 11:41:58.915925","2018-11-02 11:41:58.915925",FALSE,FALSE,
686,"Emilia Karoliina","Kukkola","Kukkola, Emilia","071261-001Y",10,"Testiosoite 686","10685 Helsinki","etunimi.sukunimi.685@example.com",15,687,,7864287,"2018-11-02 11:41:58.410883","2018-11-02 11:41:58.410883",FALSE,FALSE,
707,"Laura Susanna","Mursu","Mursu, Laura","170366-0246",6,"Testiosoite 707","10706 Helsinki","etunimi.sukunimi.706@example.com",15,708,,8388576,"2018-11-02 11:41:58.626062","2018-11-02 11:41:58.626062",FALSE,FALSE,
727,"Riikka Eveliina","Kaila","Kaila, Riikka","091160-0570",6,"Testiosoite 727","10726 Helsinki","etunimi.sukunimi.726@example.com",15,728,,8388596,"2018-11-02 11:41:58.876132","2018-11-02 11:41:58.876132",FALSE,FALSE,
701,"Katarina","Dahlman","Dahlman, Katarina","040774-0210",4,"Testiosoite 701","10700 Helsinki","etunimi.sukunimi.700@example.com",15,702,,8388559,"2018-11-02 11:41:58.561914","2018-11-02 11:41:58.561914",FALSE,FALSE,
714,"Miina Kaisa Hannele","Hietala","Hietala, Miina","160480-052V",9,"Testiosoite 714","10713 Helsinki","etunimi.sukunimi.713@example.com",15,715,,8388583,"2018-11-02 11:41:58.710644","2018-11-02 11:41:58.710644",FALSE,FALSE,
684,"Anna-Riikka Maria","Nummi","Nummi, Anna-Riikka","300466-004R",9,"Testiosoite 684","10683 Helsinki","etunimi.sukunimi.683@example.com",15,685,,6291423,"2018-11-02 11:41:58.389996","2018-11-02 11:41:58.389996",FALSE,FALSE,
696,"Janne Pentti Matias","Kohtamäki","Kohtamäki, Janne","270567-023F",10,"Testiosoite 696","10695 Helsinki","etunimi.sukunimi.695@example.com",15,697,,8388063,"2018-11-02 11:41:58.512252","2018-11-02 11:41:58.512252",FALSE,FALSE,
715,"Minna Liisa Kaarina","Latva-Somppi","Latva-Somppi, Minna","240663-058E",1,"Testiosoite 715","10714 Helsinki","etunimi.sukunimi.714@example.com",15,716,,8388584,"2018-11-02 11:41:58.723623","2018-11-02 11:41:58.723623",FALSE,FALSE,
736,"Timo Jaakko Martti","Tuurihalme","Tuurihalme, Timo","251069-078H",10,"Testiosoite 736","10735 Helsinki","etunimi.sukunimi.735@example.com",15,737,,8388605,"2018-11-02 11:41:58.994216","2018-11-02 11:41:58.994216",FALSE,FALSE,
704,"Laura Matilda","Anttila","Anttila, Laura","300250-0084",9,"Testiosoite 704","10703 Helsinki","etunimi.sukunimi.703@example.com",15,705,,8388573,"2018-11-02 11:41:58.592251","2018-11-02 11:41:58.592251",FALSE,FALSE,
712,"Marja Helena","Mäenpää","Mäenpää, Marja","060887-092R",7,"Testiosoite 712","10711 Helsinki","etunimi.sukunimi.711@example.com",15,713,,8388581,"2018-11-02 11:41:58.686693","2018-11-02 11:41:58.686693",FALSE,FALSE,
683,"Anna Vilhelmiina","Perälä","Perälä, Anna","120378-037F",11,"Testiosoite 683","10682 Helsinki","etunimi.sukunimi.682@example.com",15,684,,4194271,"2018-11-02 11:41:58.379997","2018-11-02 11:41:58.379997",FALSE,FALSE,
709,"Leena Alisa","Kurjenluoma","Kurjenluoma, Leena","040887-095J",5,"Testiosoite 709","10708 Helsinki","etunimi.sukunimi.708@example.com",15,710,,8388578,"2018-11-02 11:41:58.651283","2018-11-02 11:41:58.651283",FALSE,FALSE,
682,"Allan","Appelberg","Appelberg, Allan","240385-0448",7,"Testiosoite 682","10681 Helsinki","etunimi.sukunimi.681@example.com",15,683,,-33,"2018-11-02 11:41:58.370014","2018-11-02 11:41:58.370014",FALSE,FALSE,
689,"Heidi Hilja Kristiina","Hemminki","Hemminki, Heidi","071069-011R",5,"Testiosoite 689","10688 Helsinki","etunimi.sukunimi.688@example.com",15,690,,8323039,"2018-11-02 11:41:58.441639","2018-11-02 11:41:58.441639",FALSE,FALSE,
718,"Olli Juhani","Ala-Fossi","Ala-Fossi, Olli","170351-0826",8,"Testiosoite 718","10717 Helsinki","etunimi.sukunimi.717@example.com",15,719,,8388587,"2018-11-02 11:41:58.762423","2018-11-02 11:41:58.762423",FALSE,FALSE,
731,"Suvi Maarit","Haavisto","Haavisto, Suvi","310759-003Y",4,"Testiosoite 731","10730 Helsinki","etunimi.sukunimi.730@example.com",15,732,,8388600,"2018-11-02 11:41:58.928404","2018-11-02 11:41:58.928404",FALSE,FALSE,
685,"Annika Mariel","Brandt","Brandt, Annika","041175-0126",1,"Testiosoite 685","10684 Helsinki","etunimi.sukunimi.684@example.com",15,686,,7339999,"2018-11-02 11:41:58.400763","2018-11-02 11:41:58.400763",FALSE,FALSE,
708,"Leena Veronica","Furu","Furu, Leena","091272-047K",8,"Testiosoite 708","10707 Helsinki","etunimi.sukunimi.707@example.com",15,709,,8388577,"2018-11-02 11:41:58.638812","2018-11-02 11:41:58.638812",FALSE,FALSE,
688,"Heidi Emilia","Ala-Mikkula","Ala-Mikkula, Heidi","271056-0429",8,"Testiosoite 688","10687 Helsinki","etunimi.sukunimi.687@example.com",15,689,,8257503,"2018-11-02 11:41:58.431345","2018-11-02 11:41:58.431345",FALSE,FALSE,
690,"Heli Susanna","Pirttinen","Pirttinen, Heli","140576-0177",2,"Testiosoite 690","10689 Helsinki","etunimi.sukunimi.689@example.com",15,691,,8355807,"2018-11-02 11:41:58.451849","2018-11-02 11:41:58.451849",FALSE,FALSE,
697,"Jenni Elina","Mäntykoski","Mäntykoski, Jenni","250666-0011",6,"Testiosoite 697","10696 Helsinki","etunimi.sukunimi.696@example.com",15,698,,8388319,"2018-11-02 11:41:58.52196","2018-11-02 11:41:58.52196",FALSE,FALSE,
734,"Tapio Jaakko","Kallio","Kallio, Tapio","150967-073K",9,"Testiosoite 734","10733 Helsinki","etunimi.sukunimi.733@example.com",15,735,,8388603,"2018-11-02 11:41:58.968328","2018-11-02 11:41:58.968328",FALSE,FALSE,
692,"Henri Tuomas Leonard","Virta","Virta, Henri","200681-065R",7,"Testiosoite 692","10691 Helsinki","etunimi.sukunimi.691@example.com",15,693,,8380383,"2018-11-02 11:41:58.47181","2018-11-02 11:41:58.47181",FALSE,FALSE,
721,"Markku Antti Oskari","Raivio","Raivio, Oskari","150680-0957",4,"Testiosoite 721","10720 Helsinki","etunimi.sukunimi.720@example.com",15,722,,8388590,"2018-11-02 11:41:58.799131","2018-11-02 11:41:58.799131",FALSE,FALSE,
702,"Katja Kristiina","Meriläinen","Meriläinen, Katja","081164-058D",7,"Testiosoite 702","10701 Helsinki","etunimi.sukunimi.701@example.com",15,703,,8388567,"2018-11-02 11:41:58.571871","2018-11-02 11:41:58.571871",FALSE,FALSE,
713,"Marjo Riikka","Hakola","Hakola, Marjo","100790-048V",11,"Testiosoite 713","10712 Helsinki","etunimi.sukunimi.712@example.com",15,714,,8388582,"2018-11-02 11:41:58.698683","2018-11-02 11:41:58.698683",FALSE,FALSE,
719,"Olli Tapani","Hemminki","Hemminki, Olli","051077-0946",5,"Testiosoite 719","10718 Helsinki","etunimi.sukunimi.718@example.com",15,720,,8388588,"2018-11-02 11:41:58.774657","2018-11-02 11:41:58.774657",FALSE,FALSE,
724,"Marja Pauliina","Rokkila","Rokkila, Pauliina","230166-056F",9,"Testiosoite 724","10723 Helsinki","etunimi.sukunimi.723@example.com",15,725,,8388593,"2018-11-02 11:41:58.838279","2018-11-02 11:41:58.838279",FALSE,FALSE,
693,"Ilona Taru Talvikki","Harmanen","Harmanen, Ilona","201289-091F",11,"Testiosoite 693","10692 Helsinki","etunimi.sukunimi.692@example.com",15,694,,8384479,"2018-11-02 11:41:58.481422","2018-11-02 11:41:58.481422",FALSE,FALSE,
706,"Laura Katariina","Leppilahti","Leppilahti, Laura","141060-0163",10,"Testiosoite 706","10705 Helsinki","etunimi.sukunimi.705@example.com",15,707,,8388575,"2018-11-02 11:41:58.614673","2018-11-02 11:41:58.614673",FALSE,FALSE,
694,"Jaakko Hermanni Antinpoika","Kangas","Kangas, Jaakko","050662-047K",9,"Testiosoite 694","10693 Helsinki","etunimi.sukunimi.693@example.com",15,695,,8386527,"2018-11-02 11:41:58.491749","2018-11-02 11:41:58.491749",FALSE,FALSE,
723,"Paula Kaarina","Kahila","Kahila, Paula","011170-059F",11,"Testiosoite 723","10722 Helsinki","etunimi.sukunimi.722@example.com",15,724,,8388592,"2018-11-02 11:41:58.825569","2018-11-02 11:41:58.825569",FALSE,FALSE,
698,"Johanna Maria Helena","Haapamäki","Haapamäki, Johanna","050865-092D",8,"Testiosoite 698","10697 Helsinki","etunimi.sukunimi.697@example.com",15,699,,8388447,"2018-11-02 11:41:58.531509","2018-11-02 11:41:58.531509",FALSE,FALSE,
720,"Olli Sakari","Nokso-Koivisto","Nokso-Koivisto, Olli","260266-046W",2,"Testiosoite 720","10719 Helsinki","etunimi.sukunimi.719@example.com",15,721,,8388589,"2018-11-02 11:41:58.786589","2018-11-02 11:41:58.786589",FALSE,FALSE,
711,"Maria Sofia","Kurkela","Kurkela, Maria","040268-0401",4,"Testiosoite 711","10710 Helsinki","etunimi.sukunimi.710@example.com",15,712,,8388580,"2018-11-02 11:41:58.674661","2018-11-02 11:41:58.674661",FALSE,FALSE,
725,"Reetta Loviisa","Latvala","Latvala, Reetta","030166-085H",1,"Testiosoite 725","10724 Helsinki","etunimi.sukunimi.724@example.com",15,726,,8388594,"2018-11-02 11:41:58.85089","2018-11-02 11:41:58.85089",FALSE,FALSE,
726,"Riikka Karoliina","Kaarto","Kaarto, Riikka","090254-036H",10,"Testiosoite 726","10725 Helsinki","etunimi.sukunimi.725@example.com",15,727,,8388595,"2018-11-02 11:41:58.863691","2018-11-02 11:41:58.863691",FALSE,FALSE,
695,"Jani Iisakki","Latva-Nikkola","Latva-Nikkola, Jani","231153-017X",1,"Testiosoite 695","10694 Helsinki","etunimi.sukunimi.694@example.com",15,696,,8387551,"2018-11-02 11:41:58.502255","2018-11-02 11:41:58.502255",FALSE,FALSE,
737,"Tuomas Antti Ilmari","Pennala","Pennala, Tuomas","090351-048X",6,"Testiosoite 737","10736 Helsinki","etunimi.sukunimi.736@example.com",15,738,,8388606,"2018-11-02 11:41:59.007501","2018-11-02 11:41:59.007501",FALSE,FALSE,
732,"Suvi Annikki","Ojala","Ojala, Suvi","110887-073B",7,"Testiosoite 732","10731 Helsinki","etunimi.sukunimi.731@example.com",15,733,,8388601,"2018-11-02 11:41:58.941183","2018-11-02 11:41:58.941183",FALSE,FALSE,
699,"Juhana Henrikki","Harju","Harju, Juhana","310880-0302",5,"Testiosoite 699","10698 Helsinki","etunimi.sukunimi.698@example.com",15,700,,8388511,"2018-11-02 11:41:58.541693","2018-11-02 11:41:58.541693",FALSE,FALSE,
703,"Kirsimarja","Rantakokko","Rantakokko, Kirsimarja","230753-025Y",11,"Testiosoite 703","10702 Helsinki","etunimi.sukunimi.702@example.com",15,704,,8388571,"2018-11-02 11:41:58.582345","2018-11-02 11:41:58.582345",FALSE,FALSE,
728,"Saara Maria","Mäntykoski","Mäntykoski, Saara","251089-0326",8,"Testiosoite 728","10727 Helsinki","etunimi.sukunimi.727@example.com",15,729,,8388597,"2018-11-02 11:41:58.890295","2018-11-02 11:41:58.890295",FALSE,FALSE,
687,"Hannu Pentti","Savolainen","Savolainen, Hannu","210872-089E",6,"Testiosoite 687","10686 Helsinki","etunimi.sukunimi.686@example.com",15,688,,8126431,"2018-11-02 11:41:58.421606","2018-11-02 11:41:58.421606",FALSE,FALSE,
735,"Teemu Jaakko","Koskiniemi","Koskiniemi, Teemu","110869-068J",1,"Testiosoite 735","10734 Helsinki","etunimi.sukunimi.734@example.com",15,736,,8388604,"2018-11-02 11:41:58.981438","2018-11-02 11:41:58.981438",FALSE,FALSE,
700,"Joni Onni Antero","Haataja","Haataja, Joni","300678-046T",2,"Testiosoite 700","10699 Helsinki","etunimi.sukunimi.699@example.com",15,701,,8388543,"2018-11-02 11:41:58.551813","2018-11-02 11:41:58.551813",FALSE,FALSE,
710,"Leena Anneli","Pihlajamäki","Pihlajamäki, Leena","290458-088R",2,"Testiosoite 710","10709 Helsinki","etunimi.sukunimi.709@example.com",15,711,,8388579,"2018-11-02 11:41:58.662915","2018-11-02 11:41:58.662915",FALSE,FALSE,
717,"Noora Justiina","Karppi","Karppi, Noora","230187-0058",6,"Testiosoite 717","10716 Helsinki","etunimi.sukunimi.716@example.com",15,718,,8388586,"2018-11-02 11:41:58.750137","2018-11-02 11:41:58.750137",FALSE,FALSE,
691,"Henri Tuomas","Ruotsalainen","Ruotsalainen, Henri","201157-075W",4,"Testiosoite 691","10690 Helsinki","etunimi.sukunimi.690@example.com",15,692,,8372191,"2018-11-02 11:41:58.461988","2018-11-02 11:41:58.461988",FALSE,FALSE,
716,"Nina Pauliina","Pitkäranta","Pitkäranta, Nina","210472-063C",10,"Testiosoite 716","10715 Helsinki","etunimi.sukunimi.715@example.com",15,717,,8388585,"2018-11-02 11:41:58.735865","2018-11-02 11:41:58.735865",FALSE,FALSE,
729,"Sami Aarne","Kääriäinen","Kääriäinen, Sami","030754-091E",5,"Testiosoite 729","10728 Helsinki","etunimi.sukunimi.728@example.com",15,730,,8388598,"2018-11-02 11:41:58.903163","2018-11-02 11:41:58.903163",FALSE,FALSE,
722,"Outi Katariina","Surma-aho","Surma-aho, Outi","300153-0149",7,"Testiosoite 722","10721 Helsinki","etunimi.sukunimi.721@example.com",15,723,,8388591,"2018-11-02 11:41:58.812739","2018-11-02 11:41:58.812739",FALSE,FALSE,
733,"Tapio Henrik","Hietamäki","Hietamäki, Tapio","251167-074N",11,"Testiosoite 733","10732 Helsinki","etunimi.sukunimi.732@example.com",15,734,,8388602,"2018-11-02 11:41:58.955103","2018-11-02 11:41:58.955103",FALSE,FALSE,
738,"Ville Mikael","Raivio","Raivio, Ville","100457-035H",8,"Testiosoite 738","10737 Helsinki","etunimi.sukunimi.737@example.com",15,739,,8388607,"2018-11-02 11:41:59.020934","2018-11-02 11:41:59.020934",FALSE,FALSE,
744,"Christopher David","Pape","Pape, Chris","080590-008N",9,"Testiosoite 744","10743 Helsinki","etunimi.sukunimi.743@example.com",18,745,,8126446,"2018-11-02 11:41:59.088563","2018-11-02 11:41:59.088563",FALSE,FALSE,
747,"Ida-Reetta Johanna","Jokela","Jokela, Ida-Reetta","171286-0105",6,"Testiosoite 747","10746 Helsinki","etunimi.sukunimi.746@example.com",18,748,,8355822,"2018-11-02 11:41:59.121662","2018-11-02 11:41:59.121662",FALSE,FALSE,
754,"Katja Hannele","Seppänen","Seppänen, Katja","191151-076R",9,"Testiosoite 754","10753 Helsinki","etunimi.sukunimi.753@example.com",18,755,,8388334,"2018-11-02 11:41:59.201076","2018-11-02 11:41:59.201076",FALSE,FALSE,
763,"Mikko Olavi Johannes","Kunnari","Kunnari, Mikko","010959-018P",11,"Testiosoite 763","10762 Helsinki","etunimi.sukunimi.762@example.com",18,764,,8388590,"2018-11-02 11:41:59.301917","2018-11-02 11:41:59.301917",FALSE,FALSE,
771,"Riikka-Liisa Tellervo","Salomaa","Salomaa, Riikka-Liisa","240154-083W",4,"Testiosoite 771","10770 Helsinki","etunimi.sukunimi.770@example.com",18,772,,8388598,"2018-11-02 11:41:59.403707","2018-11-02 11:41:59.403707",FALSE,FALSE,
778,"Tommi Petteri","Haaja","Haaja, Tommi","111174-023T",8,"Testiosoite 778","10777 Helsinki","etunimi.sukunimi.777@example.com",18,779,,8388605,"2018-11-02 11:41:59.494255","2018-11-02 11:41:59.494255",FALSE,FALSE,
774,"Sonja Maaria","Madetoja","Madetoja, Sonja","100668-088N",9,"Testiosoite 774","10773 Helsinki","etunimi.sukunimi.773@example.com",18,775,,8388601,"2018-11-02 11:41:59.441136","2018-11-02 11:41:59.441136",FALSE,FALSE,
753,"Joonas Kalle","Huotari","Huotari, Joonas","290186-0156",11,"Testiosoite 753","10752 Helsinki","etunimi.sukunimi.752@example.com",18,754,,8388078,"2018-11-02 11:41:59.19056","2018-11-02 11:41:59.19056",FALSE,FALSE,
777,"Tiina Tytti","Tuulos","Tuulos, Tiina","220172-085A",6,"Testiosoite 777","10776 Helsinki","etunimi.sukunimi.776@example.com",18,778,,8388604,"2018-11-02 11:41:59.480678","2018-11-02 11:41:59.480678",FALSE,FALSE,
765,"Mira Johanna","Rantakeisu","Rantakeisu, Mira","271152-007X",1,"Testiosoite 765","10764 Helsinki","etunimi.sukunimi.764@example.com",18,766,,8388592,"2018-11-02 11:41:59.326829","2018-11-02 11:41:59.326829",FALSE,FALSE,
775,"Suvi-Riikka Johanna","Lohiniva","Lohiniva, Suvi","280466-001B",1,"Testiosoite 775","10774 Helsinki","etunimi.sukunimi.774@example.com",18,776,,8388602,"2018-11-02 11:41:59.453936","2018-11-02 11:41:59.453936",FALSE,FALSE,
766,"Niko Matias","Latvakoski","Latvakoski, Niko","060170-0777",10,"Testiosoite 766","10765 Helsinki","etunimi.sukunimi.765@example.com",18,767,,8388593,"2018-11-02 11:41:59.339243","2018-11-02 11:41:59.339243",FALSE,FALSE,
757,"Lauri Kullervo","Heilala","Heilala, Lauri 'Late'","030856-051F",6,"Testiosoite 757","10756 Helsinki","etunimi.sukunimi.756@example.com",18,758,,8388558,"2018-11-02 11:41:59.234888","2018-11-02 11:41:59.234888",FALSE,FALSE,
772,"Satu Elina","Huotari","Huotari, Satu","080159-021V",7,"Testiosoite 772","10771 Helsinki","etunimi.sukunimi.771@example.com",18,773,,8388599,"2018-11-02 11:41:59.416366","2018-11-02 11:41:59.416366",FALSE,FALSE,
745,"Elina Kaarina","Lapinoja","Lapinoja, Elina","090286-0219",1,"Testiosoite 745","10744 Helsinki","etunimi.sukunimi.744@example.com",18,746,,8257518,"2018-11-02 11:41:59.100162","2018-11-02 11:41:59.100162",FALSE,FALSE,
752,"Jonna Marika","Hyry","Hyry, Jonna","150681-069M",7,"Testiosoite 752","10751 Helsinki","etunimi.sukunimi.751@example.com",18,753,,8387566,"2018-11-02 11:41:59.177165","2018-11-02 11:41:59.177165",FALSE,FALSE,
773,"Sonia Mirka Paulina","Savonen","Savonen, Sonia","080890-059R",11,"Testiosoite 773","10772 Helsinki","etunimi.sukunimi.772@example.com",18,774,,8388600,"2018-11-02 11:41:59.428552","2018-11-02 11:41:59.428552",FALSE,FALSE,
759,"Sanna Mari","Huotari","Huotari, Mari","130490-032V",5,"Testiosoite 759","10758 Helsinki","etunimi.sukunimi.758@example.com",18,760,,8388582,"2018-11-02 11:41:59.256892","2018-11-02 11:41:59.256892",FALSE,FALSE,
748,"Iiro Joonas","Kampman","Kampman, Iiro","100586-061M",8,"Testiosoite 748","10747 Helsinki","etunimi.sukunimi.747@example.com",18,749,,8372206,"2018-11-02 11:41:59.132642","2018-11-02 11:41:59.132642",FALSE,FALSE,
762,"Mervi Helena","Kähkönen","Kähkönen, Mervi","021150-020P",7,"Testiosoite 762","10761 Helsinki","etunimi.sukunimi.761@example.com",18,763,,8388589,"2018-11-02 11:41:59.289397","2018-11-02 11:41:59.289397",FALSE,FALSE,
751,"Jenni Emilia","Sepponen","Sepponen, Jenni","080475-001S",4,"Testiosoite 751","10750 Helsinki","etunimi.sukunimi.750@example.com",18,752,,8386542,"2018-11-02 11:41:59.16657","2018-11-02 11:41:59.16657",FALSE,FALSE,
779,"Ville Oskari","Tuppurainen","Tuppurainen, Ville","201155-021M",5,"Testiosoite 779","10778 Helsinki","etunimi.sukunimi.778@example.com",18,780,,8388606,"2018-11-02 11:41:59.507758","2018-11-02 11:41:59.507758",FALSE,FALSE,
767,"Noora Heloisa","Salin","Salin, Noora","070173-007C",6,"Testiosoite 767","10766 Helsinki","etunimi.sukunimi.766@example.com",18,768,,8388594,"2018-11-02 11:41:59.351899","2018-11-02 11:41:59.351899",FALSE,FALSE,
746,"Hanna Elisa","Viren","Viren, Hanna","080380-023Y",10,"Testiosoite 746","10745 Helsinki","etunimi.sukunimi.745@example.com",18,747,,8323054,"2018-11-02 11:41:59.110993","2018-11-02 11:41:59.110993",FALSE,FALSE,
755,"Laura Johanna","Ansamaa","Ansamaa, Laura","240369-0798",1,"Testiosoite 755","10754 Helsinki","etunimi.sukunimi.754@example.com",18,756,,8388462,"2018-11-02 11:41:59.212984","2018-11-02 11:41:59.212984",FALSE,FALSE,
758,"Lauri Eero Mikael","Sivula","Sivula, Lauri","130153-029T",8,"Testiosoite 758","10757 Helsinki","etunimi.sukunimi.757@example.com",18,759,,8388574,"2018-11-02 11:41:59.245577","2018-11-02 11:41:59.245577",FALSE,FALSE,
742,"Antti Heikki Johannes","Ojala","Ojala, Antti","041052-085T",7,"Testiosoite 742","10741 Helsinki","etunimi.sukunimi.741@example.com",18,743,,7340014,"2018-11-02 11:41:59.064396","2018-11-02 11:41:59.064396",FALSE,FALSE,
740,"Anni-Helena","Ruotsala","Ruotsala, Anni-Helena","220978-0174",2,"Testiosoite 740","10739 Helsinki","etunimi.sukunimi.739@example.com",18,741,,4194286,"2018-11-02 11:41:59.042619","2018-11-02 11:41:59.042619",FALSE,FALSE,
739,"Anna Maria","Kotisaari","Kotisaari, Anna","080461-026Y",5,"Testiosoite 739","10738 Helsinki","etunimi.sukunimi.738@example.com",18,740,,-18,"2018-11-02 11:41:59.03193","2018-11-02 11:41:59.03193",FALSE,FALSE,
768,"Otto Jaakko","Kronqvist","Kronqvist, Otto","281069-024P",8,"Testiosoite 768","10767 Helsinki","etunimi.sukunimi.767@example.com",18,769,,8388595,"2018-11-02 11:41:59.36436","2018-11-02 11:41:59.36436",FALSE,FALSE,
741,"Anri Maarit","Ervasti","Ervasti, Anri","030259-003V",4,"Testiosoite 741","10740 Helsinki","etunimi.sukunimi.740@example.com",18,742,,6291438,"2018-11-02 11:41:59.053928","2018-11-02 11:41:59.053928",FALSE,FALSE,
769,"Panu Kaarlo","Ståhlberg","Ståhlberg, Panu","160478-0155",5,"Testiosoite 769","10768 Helsinki","etunimi.sukunimi.768@example.com",18,770,,8388596,"2018-11-02 11:41:59.377299","2018-11-02 11:41:59.377299",FALSE,FALSE,
750,"Jenni Emilia","Kavén","Kavén, Jenni","041186-096R",2,"Testiosoite 750","10749 Helsinki","etunimi.sukunimi.749@example.com",18,751,,8384494,"2018-11-02 11:41:59.155216","2018-11-02 11:41:59.155216",FALSE,FALSE,
764,"Minna Johanna","Tervonen","Tervonen, Minna","190988-051V",9,"Testiosoite 764","10763 Helsinki","etunimi.sukunimi.763@example.com",18,765,,8388591,"2018-11-02 11:41:59.31439","2018-11-02 11:41:59.31439",FALSE,FALSE,
743,"Arttu","Viikinkoski","Viikinkoski, Arttu","130758-0409",11,"Testiosoite 743","10742 Helsinki","etunimi.sukunimi.742@example.com",18,744,,7864302,"2018-11-02 11:41:59.075606","2018-11-02 11:41:59.075606",FALSE,FALSE,
760,"Lisa Marianna","Huhtaniemi","Huhtaniemi, Marianna","130476-022X",2,"Testiosoite 760","10759 Helsinki","etunimi.sukunimi.759@example.com",18,761,,8388586,"2018-11-02 11:41:59.267625","2018-11-02 11:41:59.267625",FALSE,FALSE,
756,"Lauri Antero","Haikola","Haikola, Lauri","210568-006A",10,"Testiosoite 756","10755 Helsinki","etunimi.sukunimi.755@example.com",18,757,,8388526,"2018-11-02 11:41:59.223789","2018-11-02 11:41:59.223789",FALSE,FALSE,
770,"Pekka Johannes","Sipilä","Sipilä, Pekka","030687-0893",2,"Testiosoite 770","10769 Helsinki","etunimi.sukunimi.769@example.com",18,771,,8388597,"2018-11-02 11:41:59.390785","2018-11-02 11:41:59.390785",FALSE,FALSE,
776,"Terhi Tuulikki","Mustonen","Mustonen, Terhi","050989-0524",10,"Testiosoite 776","10775 Helsinki","etunimi.sukunimi.775@example.com",18,777,,8388603,"2018-11-02 11:41:59.467499","2018-11-02 11:41:59.467499",FALSE,FALSE,
749,"Iiro Mikko Ilmari","Kauma","Kauma, Iiro","180585-0794",5,"Testiosoite 749","10748 Helsinki","etunimi.sukunimi.748@example.com",18,750,,8380398,"2018-11-02 11:41:59.143982","2018-11-02 11:41:59.143982",FALSE,FALSE,
761,"Marjo Johanna","Sutinen","Sutinen, Marjo","130753-055F",4,"Testiosoite 761","10760 Helsinki","etunimi.sukunimi.760@example.com",18,762,,8388588,"2018-11-02 11:41:59.278299","2018-11-02 11:41:59.278299",FALSE,FALSE,
780,"Visa Veikko","Viljamaa","Viljamaa, Visa","191085-011L",2,"Testiosoite 780","10779 Helsinki","etunimi.sukunimi.779@example.com",18,781,,8388607,"2018-11-02 11:41:59.52111","2018-11-02 11:41:59.52111",FALSE,FALSE,
814,"Risto Juhani","Tiihonen","Tiihonen, Risto","071151-0760",9,"Testiosoite 814","10813 Helsinki","etunimi.sukunimi.813@example.com",3,815,,8388601,"2018-11-02 11:41:59.902062","2018-11-02 11:41:59.902062",FALSE,FALSE,
805,"Sara Sisko Pilvikki","Miettunen","Miettunen, Sara","130560-0395",1,"Testiosoite 805","10804 Helsinki","etunimi.sukunimi.804@example.com",3,806,,8388592,"2018-11-02 11:41:59.789681","2018-11-02 11:41:59.789681",FALSE,FALSE,
791,"Matti Johannes","Karhumäki","Karhumäki, Matti","120583-076M",4,"Testiosoite 791","10790 Helsinki","etunimi.sukunimi.790@example.com",3,792,,8380400,"2018-11-02 11:41:59.639897","2018-11-02 11:41:59.639897",FALSE,FALSE,
